,Group,Values
16994,AZM,79.1345084337245
20568,AZM,33.5653537802198
20569,AZM,39.5681223876306
20570,AZM,42.302037366448
20571,AZM,31.5025756088053
20572,AZM,35.0036441087344
20573,AZM,32.3958041419601
20574,AZM,31.683139395235
20575,AZM,27.4263236423202
20576,AZM,48.1282078568383
20577,AZM,25.1541441793314
20578,AZM,27.0400469309767
20579,AZM,25.4185768138693
20580,AZM,34.0462023079188
20581,AZM,26.5736948059939
20582,AZM,26.7938778406027
20567,AZM,32.5974868584189
20566,AZM,47.2726012416087
20565,AZM,25.2071307729091
20564,AZM,46.185250180453
20548,AZM,48.8661745328038
20549,AZM,41.2800225823517
20550,AZM,45.0957067932269
20551,AZM,53.2760732055672
20552,AZM,37.2438475842646
20553,AZM,35.9340211055032
20554,AZM,34.0290526857184
20583,AZM,38.5843921685319
20555,AZM,37.7645222482065
20557,AZM,26.3618693635036
20558,AZM,40.2015349674961
20559,AZM,47.7155711144444
20560,AZM,27.35816615741
20561,AZM,42.5065783575303
20562,AZM,32.5756842912572
20563,AZM,56.2561238993205
20556,AZM,38.387030787181
20547,AZM,30.9154272296536
20584,AZM,29.3256813849224
20586,AZM,47.3410311184367
20607,AZM,34.7263632015806
20608,AZM,41.1690041568525
20609,AZM,25.1655309956477
20610,AZM,92.0348404190093
20611,AZM,39.5208307760478
20612,AZM,49.9591578863751
20613,AZM,28.0109364553957
20614,AZM,37.8644968812645
20615,AZM,80.2899777063608
20616,AZM,94.4533146296476
20617,AZM,33.1560544616478
20618,AZM,48.2959690593667
20619,AZM,38.3329964688487
20620,AZM,33.1034661224509
20621,AZM,29.1670338000514
20606,AZM,32.7208567693149
20605,AZM,28.076805115742
20604,AZM,38.7676291040522
20603,AZM,36.8025261799293
20587,AZM,16.3900507035377
20588,AZM,38.4321590633384
20589,AZM,27.6721854420284
20590,AZM,22.3471723327598
20591,AZM,31.0783995701465
20592,AZM,25.5699117504791
20593,AZM,31.1493240489425
20585,AZM,46.8742582968976
