"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"1","Aggregatibacter","visit","Week 72",1.78376557973391,0.372936541289849,3.08520334711771e-06,"visitWeek 72",0.000465865705414775,232,116
"2","ASV_209","visit","Week 72",0.574522081784248,0.126997178047792,9.73112924598829e-06,"visitWeek 72",0.000734700258072116,232,34
"3","ASV_205","visit","Week 72",0.544542539456503,0.1278172250971,2.97760552637048e-05,"visitWeek 72",0.00149872811493981,232,29
"4","Streptococcus","visit","Week 72",-6.3280602646242,1.55793724968331,6.68103001801148e-05,"visitWeek 72",0.00252208883179933,232,230
"5","Moraxella","visit","Week 72",1.2647355764944,0.341359799255194,0.000264822092962119,"visitWeek 72",0.00799762720745598,232,58
"6","ASV_62","visit","Week 72",0.873291566519035,0.246634300488786,0.00048269911863333,"visitWeek 72",0.0121479278189388,232,76
"7","Oribacterium","visit","Week 72",-1.01103292964007,0.294682756336617,0.000712994336886278,"visitWeek 72",0.0153803064099754,232,105
"8","Atopobium","visit","Week 72",-0.57209139507715,0.177764538300065,0.00147561882328262,"visitWeek 72",0.0278523052894594,232,59
"9","Neisseria","visit","Week 72",4.05967456016694,1.31951394388633,0.00234716982444269,"visitWeek 72",0.0321216077890426,232,207
"10","Lautropia","visit","Week 72",-1.51480607340913,0.487438674981982,0.00212306410520582,"visitWeek 72",0.0321216077890426,232,196
"11","ASV_461","visit","Week 72",0.241694830905804,0.0792315070129998,0.0025527105527716,"visitWeek 72",0.0321216077890426,232,9
"12","ASV_540","visit","Week 72",-0.256501704728212,0.0836646139866732,0.0024302080170793,"visitWeek 72",0.0321216077890426,232,13
"13","Alloprevotella","visit","Week 72",2.17968703878332,0.751928734315723,0.00410838273406556,"visitWeek 72",0.0477204456033769,232,97
