"","Species","beta","se","W","p_val","q_val","diff_abn"
"trial_armPlacebo1","Neisseria",-0.186184629027072,0.217330666977697,-0.856688251208369,0.391617198110976,0.535897218467651,FALSE
"trial_armPlacebo2","Haemophilus",0.703418177913565,0.239906108597294,2.932056136571,0.00336725875018664,0.0159179504554278,TRUE
"trial_armPlacebo3","Streptococcus",-0.282676186366442,0.164771655374046,-1.71556318788412,0.0862420209804368,0.172484041960874,FALSE
"trial_armPlacebo4","Prevotella",-0.458185474395172,0.234614662064298,-1.95292770862548,0.050828161865471,0.125860210333547,FALSE
"trial_armPlacebo5","Moraxella",1.90184421808305,0.35246511544254,5.39583673605593,6.82049452970188e-08,1.77332857772249e-06,TRUE
"trial_armPlacebo6","Veillonella",-0.780586195070564,0.206239808725385,-3.78484735752418,0.000153802949953626,0.00114253619965551,TRUE
"trial_armPlacebo7","Fusobacterium",0.550208946548353,0.241969709138216,2.27387530657429,0.0229734847804877,0.0746638255365852,FALSE
"trial_armPlacebo8","Porphyromonas",-0.00123217000846981,0.240898017699849,-0.00511490306244469,0.995918915611527,0.995918915611527,FALSE
"trial_armPlacebo9","Lautropia",-1.24576109450636,0.267956529367488,-4.6491163975253,3.33360056292655e-06,4.33368073180451e-05,TRUE
"trial_armPlacebo10","Actinobacillus",0.851788226534108,0.384213780830037,2.21696427622649,0.0266255328052877,0.0769182058819423,FALSE
"trial_armPlacebo11","Gemella",-0.263868020672697,0.176659399027939,-1.49365401515356,0.135266073514767,0.260512437880291,FALSE
"trial_armPlacebo12","Alloprevotella",0.0414119266316606,0.256365245663647,0.161534870003375,0.87167214967437,0.981075882226682,FALSE
"trial_armPlacebo13","Leptotrichia",-0.0548146827986596,0.269385677237325,-0.203480316254411,0.83875962921487,0.978811037691026,FALSE
"trial_armPlacebo14","Rothia",-0.846643796005269,0.260174647453977,-3.25413642063274,0.00113737646588966,0.00591435762262623,TRUE
